ph,turbidity_ntu,tds_ppm,temperature_c,risk_label
7.3,0.82,326.3,28.4,SAFE
8.23,1.38,1199.9,29.5,FLUORIDE_RISK
7.11,0.15,330.7,19.3,SAFE
5.43,10.5,902.9,24.8,ACID_MINE_DRAINAGE_RISK
4.1,4.88,1079.1,30.5,ACID_MINE_DRAINAGE_RISK
6.44,8.55,693.1,22.0,IRON_MANGANESE_RISK
6.2,18.93,702.3,26.3,IRON_MANGANESE_RISK
5.37,4.34,502.0,27.9,ACID_MINE_DRAINAGE_RISK
7.62,0.11,301.1,27.3,SAFE
7.28,0.44,229.7,32.2,SAFE
7.32,1.62,302.6,24.5,SAFE
7.2,1.09,366.2,24.0,SAFE
7.34,0.75,374.0,28.7,SAFE
7.07,0.13,404.7,24.1,SAFE
7.21,16.56,743.6,28.3,IRON_MANGANESE_RISK
4.32,10.15,1403.8,31.8,ACID_MINE_DRAINAGE_RISK
6.98,0.61,187.4,20.2,SAFE
6.25,10.98,658.2,27.7,IRON_MANGANESE_RISK
6.31,15.76,623.3,22.1,IRON_MANGANESE_RISK
4.55,7.69,1202.7,23.6,ACID_MINE_DRAINAGE_RISK
6.52,0.13,274.9,25.5,SAFE
5.98,14.73,450.7,26.3,IRON_MANGANESE_RISK
4.99,10.02,1214.8,25.2,ACID_MINE_DRAINAGE_RISK
7.24,0.46,456.8,26.4,SAFE
7.61,0.31,457.4,26.0,SAFE
5.58,8.8,1330.8,28.4,ACID_MINE_DRAINAGE_RISK
4.68,0.43,1262.7,27.9,ACID_MINE_DRAINAGE_RISK
7.52,0.62,303.8,26.6,SAFE
6.69,32.41,607.1,30.7,MICROBIAL_RISK
4.94,5.69,1284.9,26.9,ACID_MINE_DRAINAGE_RISK
7.01,0.85,325.9,25.5,SAFE
9.36,1.59,1596.2,30.5,FLUORIDE_RISK
5.98,8.8,1288.8,25.5,ACID_MINE_DRAINAGE_RISK
7.85,25.42,620.9,32.5,MICROBIAL_RISK
5.02,9.03,1322.9,28.1,ACID_MINE_DRAINAGE_RISK
7.43,1.14,289.6,22.9,SAFE
6.52,13.27,792.2,23.2,IRON_MANGANESE_RISK
6.46,1.44,440.6,26.5,SAFE
7.78,1.49,426.7,20.2,SAFE
7.87,0.78,289.8,19.0,SAFE
5.75,10.18,552.5,23.3,IRON_MANGANESE_RISK
7.33,0.18,354.4,27.0,SAFE
3.86,6.86,910.8,30.7,ACID_MINE_DRAINAGE_RISK
6.72,0.33,227.2,24.2,SAFE
4.11,6.82,1059.3,24.8,ACID_MINE_DRAINAGE_RISK
9.15,2.27,1621.5,32.0,FLUORIDE_RISK
7.52,3.27,243.9,30.3,SAFE
4.95,1.64,731.0,21.3,ACID_MINE_DRAINAGE_RISK
6.42,15.31,616.1,23.4,IRON_MANGANESE_RISK
6.08,12.85,631.2,28.9,IRON_MANGANESE_RISK
6.97,0.7,419.5,27.6,SAFE
8.54,1.6,1244.8,23.9,FLUORIDE_RISK
6.6,18.44,770.9,27.2,IRON_MANGANESE_RISK
6.22,21.43,656.5,26.6,IRON_MANGANESE_RISK
7.71,1.65,231.9,22.6,SAFE
5.97,17.17,596.3,24.7,IRON_MANGANESE_RISK
6.93,0.14,267.6,26.5,SAFE
9.34,0.9,1231.9,26.6,FLUORIDE_RISK
6.0,7.35,1291.4,29.9,ACID_MINE_DRAINAGE_RISK
5.26,8.63,1073.6,26.3,ACID_MINE_DRAINAGE_RISK
5.34,10.83,926.2,29.3,ACID_MINE_DRAINAGE_RISK
7.34,0.8,269.9,28.1,SAFE
6.67,0.16,245.2,29.3,SAFE
6.48,14.98,641.9,23.4,IRON_MANGANESE_RISK
6.61,16.69,550.1,24.8,IRON_MANGANESE_RISK
4.59,9.35,1177.4,25.6,ACID_MINE_DRAINAGE_RISK
7.2,0.33,300.9,19.8,SAFE
7.76,0.16,397.7,21.2,SAFE
6.9,0.24,332.9,23.7,SAFE
7.0,18.19,535.7,24.4,IRON_MANGANESE_RISK
6.63,0.15,326.2,27.1,SAFE
6.46,22.53,687.0,24.6,IRON_MANGANESE_RISK
8.02,1.01,224.3,28.4,SAFE
7.79,0.35,315.9,22.4,SAFE
8.72,1.86,813.4,26.5,FLUORIDE_RISK
5.38,8.97,1211.6,25.4,ACID_MINE_DRAINAGE_RISK
4.83,5.43,1044.2,29.6,ACID_MINE_DRAINAGE_RISK
6.93,14.13,374.7,25.6,IRON_MANGANESE_RISK
7.26,0.24,411.2,22.4,SAFE
7.5,0.81,263.5,27.3,SAFE
7.63,0.21,189.5,25.9,SAFE
6.19,4.88,652.3,22.0,IRON_MANGANESE_RISK
6.62,22.32,598.2,31.7,MICROBIAL_RISK
3.78,9.92,1064.9,27.1,ACID_MINE_DRAINAGE_RISK
9.37,2.44,1665.4,29.8,FLUORIDE_RISK
6.3,10.01,703.8,23.6,IRON_MANGANESE_RISK
7.31,0.11,205.0,29.0,SAFE
6.92,1.81,279.6,21.6,SAFE
6.03,19.34,790.8,27.0,IRON_MANGANESE_RISK
7.36,2.81,345.5,28.6,SAFE
6.25,14.68,311.5,27.3,IRON_MANGANESE_RISK
6.3,14.06,784.9,27.8,IRON_MANGANESE_RISK
6.9,0.65,311.2,20.5,SAFE
6.02,15.05,655.8,24.8,IRON_MANGANESE_RISK
7.35,1.39,284.6,27.9,SAFE
5.41,6.47,1241.5,25.8,ACID_MINE_DRAINAGE_RISK
6.42,16.03,677.4,24.4,IRON_MANGANESE_RISK
6.25,8.64,397.7,28.6,IRON_MANGANESE_RISK
7.61,0.11,388.7,29.0,SAFE
4.13,5.54,1458.9,29.0,ACID_MINE_DRAINAGE_RISK
6.92,0.34,212.5,24.2,SAFE
5.22,3.53,978.0,27.5,ACID_MINE_DRAINAGE_RISK
8.73,1.29,1329.7,33.7,FLUORIDE_RISK
5.25,5.75,854.1,27.8,ACID_MINE_DRAINAGE_RISK
7.42,0.17,425.2,21.0,SAFE
4.7,5.95,1394.5,29.2,ACID_MINE_DRAINAGE_RISK
5.01,2.46,1212.4,30.3,ACID_MINE_DRAINAGE_RISK
8.06,2.91,346.5,26.5,SAFE
4.3,6.1,1357.3,25.2,ACID_MINE_DRAINAGE_RISK
6.42,6.81,1349.5,27.1,ACID_MINE_DRAINAGE_RISK
7.26,21.67,687.5,28.5,MICROBIAL_RISK
5.88,8.04,1557.2,32.6,ACID_MINE_DRAINAGE_RISK
7.76,0.47,139.6,23.7,SAFE
6.74,8.45,568.5,24.9,IRON_MANGANESE_RISK
7.22,0.47,312.4,25.7,SAFE
8.7,1.33,2063.5,29.1,FLUORIDE_RISK
7.21,0.34,200.6,25.3,SAFE
8.04,1.45,402.3,22.2,SAFE
6.4,16.21,416.0,28.2,IRON_MANGANESE_RISK
5.68,8.37,162.4,30.2,IRON_MANGANESE_RISK
7.98,1.73,387.6,26.9,SAFE
7.78,0.38,386.2,27.4,SAFE
6.04,14.1,522.4,25.2,IRON_MANGANESE_RISK
6.55,10.67,590.0,29.8,IRON_MANGANESE_RISK
6.85,0.82,226.7,22.9,SAFE
6.57,18.73,770.5,25.2,IRON_MANGANESE_RISK
7.15,0.37,373.3,27.5,SAFE
8.58,2.57,1618.1,23.5,FLUORIDE_RISK
6.75,0.7,410.2,23.9,SAFE
9.01,2.45,1467.6,29.7,FLUORIDE_RISK
4.32,7.81,1439.9,29.2,ACID_MINE_DRAINAGE_RISK
7.3,0.25,447.2,29.2,SAFE
5.45,6.46,966.1,27.8,ACID_MINE_DRAINAGE_RISK
7.2,0.91,362.3,22.0,SAFE
5.73,5.65,1676.0,27.9,ACID_MINE_DRAINAGE_RISK
9.01,1.76,1873.4,31.3,FLUORIDE_RISK
4.86,6.62,688.4,28.1,ACID_MINE_DRAINAGE_RISK
6.98,0.28,363.4,28.8,SAFE
6.56,19.74,629.8,27.2,IRON_MANGANESE_RISK
5.17,3.89,1390.7,26.6,ACID_MINE_DRAINAGE_RISK
7.51,1.86,320.5,28.1,SAFE
7.55,0.87,258.1,25.7,SAFE
7.43,0.19,275.5,18.5,SAFE
4.81,9.06,1386.3,19.7,ACID_MINE_DRAINAGE_RISK
7.81,1.29,224.7,22.5,SAFE
6.7,12.39,831.7,23.9,IRON_MANGANESE_RISK
6.67,1.12,228.2,24.9,SAFE
6.55,15.2,921.0,25.7,IRON_MANGANESE_RISK
4.99,8.17,1145.3,29.5,ACID_MINE_DRAINAGE_RISK
5.1,7.55,1043.6,27.2,ACID_MINE_DRAINAGE_RISK
6.32,0.75,234.5,23.7,SAFE
6.42,11.49,540.6,25.2,IRON_MANGANESE_RISK
6.2,11.23,742.2,22.8,IRON_MANGANESE_RISK
5.84,10.94,686.4,26.6,IRON_MANGANESE_RISK
5.86,3.94,1177.4,29.8,ACID_MINE_DRAINAGE_RISK
6.53,20.23,815.2,24.3,IRON_MANGANESE_RISK
7.56,1.14,367.2,20.8,SAFE
7.25,0.92,345.2,27.4,SAFE
8.09,1.0,208.8,25.6,SAFE
6.11,14.04,713.4,25.5,IRON_MANGANESE_RISK
5.83,8.34,957.5,28.1,ACID_MINE_DRAINAGE_RISK
7.35,0.14,250.8,25.0,SAFE
7.17,0.17,285.2,27.8,SAFE
6.36,19.99,779.1,27.6,IRON_MANGANESE_RISK
5.28,8.04,1010.0,29.2,ACID_MINE_DRAINAGE_RISK
7.34,0.4,333.3,28.0,SAFE
5.3,7.64,1115.3,27.0,ACID_MINE_DRAINAGE_RISK
6.36,9.54,845.2,24.9,IRON_MANGANESE_RISK
6.64,0.62,278.3,22.7,SAFE
7.54,1.04,309.3,22.4,SAFE
7.83,0.16,239.0,23.5,SAFE
7.2,0.42,202.8,28.4,SAFE
6.13,19.27,662.3,26.1,IRON_MANGANESE_RISK
7.16,0.51,168.4,19.4,SAFE
6.52,17.99,928.6,25.9,IRON_MANGANESE_RISK
6.9,0.51,317.0,27.5,SAFE
7.81,1.01,300.4,20.0,SAFE
5.15,9.92,1353.9,21.5,ACID_MINE_DRAINAGE_RISK
6.36,14.82,649.7,24.5,IRON_MANGANESE_RISK
6.38,19.19,531.2,25.0,IRON_MANGANESE_RISK
5.1,8.39,1060.4,31.7,ACID_MINE_DRAINAGE_RISK
7.3,0.96,360.2,25.8,SAFE
8.06,0.16,275.3,26.9,SAFE
5.02,8.03,1510.2,28.2,ACID_MINE_DRAINAGE_RISK
7.3,1.46,232.7,27.6,SAFE
9.29,1.57,1766.5,27.7,FLUORIDE_RISK
5.33,4.19,1008.7,23.8,ACID_MINE_DRAINAGE_RISK
6.73,0.52,545.9,27.4,SAFE
6.07,17.41,602.4,28.7,IRON_MANGANESE_RISK
7.67,0.1,337.0,25.7,SAFE
7.9,0.73,227.0,22.3,SAFE
7.24,0.11,325.1,27.8,SAFE
6.2,8.25,580.5,28.5,IRON_MANGANESE_RISK
7.17,0.88,444.4,22.6,SAFE
7.46,0.94,256.2,29.3,SAFE
6.9,0.17,303.2,25.6,SAFE
9.17,2.85,1107.6,29.8,FLUORIDE_RISK
6.8,0.1,327.5,27.2,SAFE
8.53,0.85,1927.9,26.6,FLUORIDE_RISK
4.5,9.56,1110.9,23.7,ACID_MINE_DRAINAGE_RISK
4.91,5.53,690.4,22.9,ACID_MINE_DRAINAGE_RISK
7.38,0.77,319.5,25.7,SAFE
6.61,13.51,789.2,24.1,IRON_MANGANESE_RISK
7.21,0.45,286.4,18.8,SAFE
5.43,6.95,1105.4,30.0,ACID_MINE_DRAINAGE_RISK
6.57,12.04,681.2,27.3,IRON_MANGANESE_RISK
7.36,0.93,336.6,23.9,SAFE
4.81,8.62,791.0,24.8,ACID_MINE_DRAINAGE_RISK
6.47,7.21,806.3,22.4,IRON_MANGANESE_RISK
7.16,0.12,322.9,25.4,SAFE
5.56,0.89,720.6,23.8,ACID_MINE_DRAINAGE_RISK
4.61,5.07,1397.7,27.5,ACID_MINE_DRAINAGE_RISK
7.58,0.45,332.5,27.1,SAFE
6.79,0.69,393.4,20.4,SAFE
7.69,0.59,412.2,24.4,SAFE
7.2,1.43,465.5,25.6,SAFE
6.94,0.23,236.5,23.9,SAFE
4.81,11.9,651.9,27.6,ACID_MINE_DRAINAGE_RISK
6.31,13.77,613.9,26.9,IRON_MANGANESE_RISK
7.41,0.47,282.6,21.6,SAFE
5.15,6.08,1417.5,27.4,ACID_MINE_DRAINAGE_RISK
7.42,0.23,423.7,28.5,SAFE
7.49,14.22,557.4,28.9,MICROBIAL_RISK
4.51,8.66,1003.8,26.8,ACID_MINE_DRAINAGE_RISK
6.23,16.36,634.7,23.4,IRON_MANGANESE_RISK
5.54,9.76,732.0,25.9,ACID_MINE_DRAINAGE_RISK
6.9,21.28,458.7,22.7,MICROBIAL_RISK
8.14,0.89,230.0,23.5,SAFE
7.97,0.49,357.6,21.6,SAFE
8.92,1.97,1595.7,28.6,FLUORIDE_RISK
4.88,6.81,1226.7,26.0,ACID_MINE_DRAINAGE_RISK
7.82,0.47,288.7,22.1,SAFE
8.82,1.02,1678.4,31.6,FLUORIDE_RISK
6.48,13.99,491.2,21.6,IRON_MANGANESE_RISK
8.73,1.86,974.7,24.1,FLUORIDE_RISK
7.77,37.86,635.1,31.5,MICROBIAL_RISK
5.39,5.64,1328.1,29.2,ACID_MINE_DRAINAGE_RISK
7.3,31.62,844.1,29.8,MICROBIAL_RISK
7.49,0.87,369.5,26.1,SAFE
7.97,0.21,337.0,27.6,SAFE
5.95,14.96,481.3,22.9,IRON_MANGANESE_RISK
7.32,27.78,479.2,29.9,MICROBIAL_RISK
6.98,0.3,326.9,27.6,SAFE
6.46,14.04,723.1,28.1,IRON_MANGANESE_RISK
6.23,7.53,1347.5,28.5,ACID_MINE_DRAINAGE_RISK
7.55,0.73,349.4,21.0,SAFE
6.76,12.49,722.1,27.4,IRON_MANGANESE_RISK
8.72,1.59,1726.1,31.2,FLUORIDE_RISK
7.48,0.14,310.5,22.8,SAFE
7.72,0.91,417.2,22.2,SAFE
6.85,14.76,401.6,27.3,IRON_MANGANESE_RISK
6.34,14.14,665.6,27.8,IRON_MANGANESE_RISK
8.86,2.6,653.5,29.1,FLUORIDE_RISK
5.21,7.1,1170.8,24.6,ACID_MINE_DRAINAGE_RISK
7.64,31.61,438.8,32.4,MICROBIAL_RISK
7.3,0.61,463.3,27.8,SAFE
7.59,0.2,325.4,19.4,SAFE
7.05,0.53,327.7,26.7,SAFE
3.78,7.8,1030.3,28.4,ACID_MINE_DRAINAGE_RISK
8.61,2.64,1482.4,28.5,FLUORIDE_RISK
4.46,6.44,1050.9,30.6,ACID_MINE_DRAINAGE_RISK
8.56,1.6,1267.8,24.1,FLUORIDE_RISK
5.75,12.25,642.1,27.3,IRON_MANGANESE_RISK
5.31,3.56,1170.8,25.2,ACID_MINE_DRAINAGE_RISK
4.65,6.6,1295.9,25.5,ACID_MINE_DRAINAGE_RISK
6.98,0.69,154.6,21.5,SAFE
4.99,6.21,1033.5,25.3,ACID_MINE_DRAINAGE_RISK
6.63,20.05,581.7,27.5,IRON_MANGANESE_RISK
8.43,0.52,1194.5,28.0,FLUORIDE_RISK
6.94,20.89,458.0,29.6,MICROBIAL_RISK
7.15,0.18,389.1,22.7,SAFE
6.73,28.37,360.6,28.3,MICROBIAL_RISK
6.64,1.43,307.4,27.4,SAFE
6.33,9.14,447.7,29.1,IRON_MANGANESE_RISK
7.46,0.29,459.7,28.5,SAFE
6.74,16.9,695.6,24.4,IRON_MANGANESE_RISK
7.99,0.9,371.9,29.4,SAFE
7.34,1.04,382.5,23.1,SAFE
8.55,1.81,1255.4,32.6,FLUORIDE_RISK
7.25,0.25,330.1,27.3,SAFE
7.48,0.43,220.9,25.9,SAFE
5.38,8.35,1076.3,31.9,ACID_MINE_DRAINAGE_RISK
7.28,0.92,222.0,21.0,SAFE
7.17,0.34,291.7,24.2,SAFE
6.65,14.68,533.6,26.8,IRON_MANGANESE_RISK
6.4,20.03,612.9,26.5,IRON_MANGANESE_RISK
6.76,0.36,379.4,22.2,SAFE
5.16,10.64,1155.1,26.0,ACID_MINE_DRAINAGE_RISK
6.45,17.51,772.5,27.6,IRON_MANGANESE_RISK
7.18,3.8,160.9,30.0,SAFE
6.25,21.35,713.3,25.5,IRON_MANGANESE_RISK
6.65,11.68,669.1,28.7,IRON_MANGANESE_RISK
7.01,0.66,393.3,23.0,SAFE
6.44,20.13,780.8,24.8,IRON_MANGANESE_RISK
6.95,0.77,273.5,28.3,SAFE
5.89,0.05,1153.6,23.8,ACID_MINE_DRAINAGE_RISK
7.45,0.41,261.0,22.6,SAFE
8.44,4.1,1529.9,28.8,FLUORIDE_RISK
7.42,0.19,414.9,24.5,SAFE
5.83,14.87,409.4,25.0,IRON_MANGANESE_RISK
9.47,1.73,1777.3,32.7,FLUORIDE_RISK
5.88,6.38,1085.8,29.9,ACID_MINE_DRAINAGE_RISK
5.85,5.68,759.0,27.9,ACID_MINE_DRAINAGE_RISK
8.05,1.94,281.8,27.1,SAFE
3.5,7.04,1391.5,26.2,ACID_MINE_DRAINAGE_RISK
7.26,0.86,278.5,26.7,SAFE
6.05,16.42,428.7,25.3,IRON_MANGANESE_RISK
8.08,0.68,315.6,26.1,SAFE
6.98,0.58,314.6,22.6,SAFE
4.89,6.98,740.0,26.9,ACID_MINE_DRAINAGE_RISK
4.02,8.8,835.2,28.8,ACID_MINE_DRAINAGE_RISK
5.79,5.84,275.1,21.9,ACID_MINE_DRAINAGE_RISK
4.38,11.31,1171.5,24.9,ACID_MINE_DRAINAGE_RISK
5.98,8.11,544.9,29.4,ACID_MINE_DRAINAGE_RISK
6.36,15.2,736.1,26.2,IRON_MANGANESE_RISK
7.21,30.25,525.5,27.2,MICROBIAL_RISK
4.86,3.14,1370.7,26.2,ACID_MINE_DRAINAGE_RISK
7.53,0.38,252.5,24.3,SAFE
6.66,12.76,289.5,26.9,IRON_MANGANESE_RISK
5.73,2.73,1157.6,25.1,ACID_MINE_DRAINAGE_RISK
7.32,0.62,292.5,22.8,SAFE
8.86,1.07,1528.9,26.1,FLUORIDE_RISK
8.81,0.66,368.5,27.3,SAFE
7.15,1.86,391.2,24.9,SAFE
4.63,8.5,913.7,26.7,ACID_MINE_DRAINAGE_RISK
5.12,2.98,1090.1,27.9,ACID_MINE_DRAINAGE_RISK
6.57,1.0,304.3,26.8,SAFE
5.65,13.85,652.6,27.4,IRON_MANGANESE_RISK
4.39,8.63,1222.5,26.5,ACID_MINE_DRAINAGE_RISK
6.24,17.11,719.8,26.1,IRON_MANGANESE_RISK
7.32,0.39,220.6,25.1,SAFE
6.46,15.73,765.6,24.3,IRON_MANGANESE_RISK
6.67,0.14,179.7,25.7,SAFE
6.46,14.47,761.9,27.8,IRON_MANGANESE_RISK
8.12,0.68,368.6,23.6,SAFE
7.39,0.44,260.9,23.4,SAFE
7.25,0.14,136.5,22.7,SAFE
5.43,7.42,1105.7,28.2,ACID_MINE_DRAINAGE_RISK
9.37,1.3,1538.1,29.3,FLUORIDE_RISK
7.09,0.69,300.4,26.7,SAFE
6.57,0.84,264.4,26.0,SAFE
5.35,7.26,955.7,25.3,ACID_MINE_DRAINAGE_RISK
6.33,9.44,551.9,23.6,IRON_MANGANESE_RISK
4.29,6.07,1122.9,28.4,ACID_MINE_DRAINAGE_RISK
7.35,1.54,255.5,27.4,SAFE
6.21,17.03,779.6,27.2,IRON_MANGANESE_RISK
7.44,1.14,324.5,29.1,SAFE
6.34,0.21,92.5,20.8,SAFE
5.17,7.82,856.2,27.7,ACID_MINE_DRAINAGE_RISK
7.27,30.51,527.9,24.7,MICROBIAL_RISK
5.46,4.06,1153.7,26.1,ACID_MINE_DRAINAGE_RISK
7.89,0.33,395.0,25.6,SAFE
9.3,2.21,1559.6,28.2,FLUORIDE_RISK
8.64,2.75,1417.0,25.6,FLUORIDE_RISK
8.52,2.91,1343.3,32.3,FLUORIDE_RISK
7.47,0.51,312.9,24.4,SAFE
5.42,4.57,969.9,24.3,ACID_MINE_DRAINAGE_RISK
6.91,13.49,503.7,27.5,IRON_MANGANESE_RISK
4.42,3.28,1167.6,28.1,ACID_MINE_DRAINAGE_RISK
6.53,32.41,375.3,27.7,MICROBIAL_RISK
7.44,0.39,481.1,24.1,SAFE
6.33,15.33,563.7,24.6,IRON_MANGANESE_RISK
6.35,8.1,716.7,27.3,IRON_MANGANESE_RISK
6.17,12.79,628.1,25.1,IRON_MANGANESE_RISK
7.63,0.54,352.5,29.5,SAFE
4.78,5.49,1163.9,28.6,ACID_MINE_DRAINAGE_RISK
6.04,7.67,672.0,25.5,ACID_MINE_DRAINAGE_RISK
6.15,2.6,816.2,26.3,ACID_MINE_DRAINAGE_RISK
5.69,8.07,783.4,26.9,ACID_MINE_DRAINAGE_RISK
4.85,9.93,1117.7,31.8,ACID_MINE_DRAINAGE_RISK
6.72,0.14,330.0,23.0,SAFE
7.74,17.46,789.3,29.5,IRON_MANGANESE_RISK
4.37,11.08,730.2,24.2,ACID_MINE_DRAINAGE_RISK
4.5,7.69,1357.8,28.9,ACID_MINE_DRAINAGE_RISK
6.38,21.62,649.0,29.9,IRON_MANGANESE_RISK
7.9,0.47,302.6,23.1,SAFE
7.03,18.42,736.9,24.1,IRON_MANGANESE_RISK
7.68,0.32,222.0,23.8,SAFE
7.23,0.27,362.4,23.1,SAFE
7.1,0.51,356.8,28.2,SAFE
5.9,9.07,1095.8,28.6,ACID_MINE_DRAINAGE_RISK
6.79,0.23,499.2,22.6,SAFE
7.65,1.85,197.3,28.3,SAFE
7.57,0.29,429.2,24.4,SAFE
4.89,3.88,1257.1,27.6,ACID_MINE_DRAINAGE_RISK
6.46,27.86,449.6,28.7,MICROBIAL_RISK
6.88,18.92,478.4,29.0,IRON_MANGANESE_RISK
6.11,14.33,627.4,24.8,IRON_MANGANESE_RISK
5.66,4.73,1340.0,31.2,ACID_MINE_DRAINAGE_RISK
7.01,1.17,222.4,29.0,SAFE
4.69,7.87,1001.5,29.9,ACID_MINE_DRAINAGE_RISK
6.53,8.18,588.9,26.1,IRON_MANGANESE_RISK
6.79,21.16,661.5,31.0,MICROBIAL_RISK
7.55,0.11,279.4,27.5,SAFE
7.5,0.27,427.5,20.3,SAFE
6.45,18.48,593.1,28.3,IRON_MANGANESE_RISK
7.13,0.45,267.2,25.5,SAFE
8.99,4.0,1470.0,28.7,FLUORIDE_RISK
5.24,4.19,969.5,21.7,ACID_MINE_DRAINAGE_RISK
7.78,0.64,291.5,22.2,SAFE
6.94,1.21,340.5,27.2,SAFE
7.49,1.45,291.2,23.5,SAFE
5.93,16.62,734.8,27.8,IRON_MANGANESE_RISK
7.32,0.2,347.4,30.5,SAFE
9.19,0.76,1482.9,27.3,FLUORIDE_RISK
6.03,11.71,838.4,26.3,IRON_MANGANESE_RISK
6.96,1.89,243.6,27.1,SAFE
7.7,2.62,321.4,32.4,SAFE
7.2,0.3,351.2,26.0,SAFE
4.81,3.19,1228.3,30.0,ACID_MINE_DRAINAGE_RISK
7.58,1.07,418.9,22.8,SAFE
7.49,2.49,324.1,23.6,SAFE
6.61,1.34,162.3,28.5,SAFE
7.32,0.3,373.0,21.1,SAFE
4.59,9.71,1061.0,23.1,ACID_MINE_DRAINAGE_RISK
6.91,19.44,377.2,29.7,MICROBIAL_RISK
7.3,0.17,429.2,23.8,SAFE
6.11,1.45,1372.8,27.6,ACID_MINE_DRAINAGE_RISK
7.4,0.31,421.6,22.2,SAFE
4.27,6.67,1088.8,29.0,ACID_MINE_DRAINAGE_RISK
7.36,0.35,240.4,24.5,SAFE
5.33,9.19,895.8,30.2,ACID_MINE_DRAINAGE_RISK
8.71,3.15,1688.1,28.2,FLUORIDE_RISK
4.7,10.68,1283.7,24.7,ACID_MINE_DRAINAGE_RISK
6.52,6.56,1254.1,25.5,ACID_MINE_DRAINAGE_RISK
8.8,2.37,1830.2,27.5,FLUORIDE_RISK
5.57,6.72,1405.9,34.4,ACID_MINE_DRAINAGE_RISK
7.23,0.48,383.8,26.0,SAFE
5.75,8.62,971.0,25.5,ACID_MINE_DRAINAGE_RISK
6.98,0.77,374.1,21.8,SAFE
7.31,1.63,225.6,29.0,SAFE
5.78,3.95,1188.7,21.5,ACID_MINE_DRAINAGE_RISK
5.61,3.79,1117.2,25.6,ACID_MINE_DRAINAGE_RISK
7.03,25.27,455.2,29.9,MICROBIAL_RISK
7.69,0.39,304.2,24.2,SAFE
7.84,0.63,298.4,21.2,SAFE
7.48,1.22,420.2,24.8,SAFE
7.78,1.02,258.1,29.7,SAFE
7.37,25.18,511.5,26.9,MICROBIAL_RISK
5.56,4.64,1095.1,20.2,ACID_MINE_DRAINAGE_RISK
6.25,9.61,726.2,24.7,IRON_MANGANESE_RISK
6.99,0.74,203.4,30.2,SAFE
6.55,0.98,317.7,26.1,SAFE
6.25,7.42,646.1,22.6,IRON_MANGANESE_RISK
7.99,0.43,276.5,25.6,SAFE
7.08,2.11,334.3,25.2,SAFE
6.3,10.79,1063.0,26.2,IRON_MANGANESE_RISK
4.75,5.27,1448.9,25.4,ACID_MINE_DRAINAGE_RISK
7.42,0.19,324.4,23.2,SAFE
6.79,21.61,480.1,28.6,IRON_MANGANESE_RISK
7.76,0.21,240.2,25.1,SAFE
8.85,2.85,1603.0,28.4,FLUORIDE_RISK
7.02,11.92,742.0,23.7,IRON_MANGANESE_RISK
4.69,5.7,1300.2,29.5,ACID_MINE_DRAINAGE_RISK
4.89,9.32,1127.7,32.0,ACID_MINE_DRAINAGE_RISK
7.26,0.22,308.9,17.3,SAFE
7.13,27.78,412.2,33.2,MICROBIAL_RISK
6.54,18.19,651.7,21.4,IRON_MANGANESE_RISK
8.51,3.13,1340.6,26.8,FLUORIDE_RISK
6.64,7.44,643.2,30.0,MICROBIAL_RISK
4.57,10.4,1318.7,28.2,ACID_MINE_DRAINAGE_RISK
4.92,4.01,1083.8,27.5,ACID_MINE_DRAINAGE_RISK
8.82,1.27,1314.6,28.1,FLUORIDE_RISK
7.48,0.14,287.5,27.8,SAFE
6.0,3.41,966.8,29.1,ACID_MINE_DRAINAGE_RISK
7.54,0.5,265.4,23.4,SAFE
5.96,14.79,981.2,24.6,IRON_MANGANESE_RISK
7.23,0.64,261.3,27.3,SAFE
7.11,0.37,300.1,22.1,SAFE
7.03,0.49,197.3,19.8,SAFE
5.3,1.51,1124.5,27.4,ACID_MINE_DRAINAGE_RISK
7.8,1.87,244.0,29.5,SAFE
7.65,0.34,343.5,27.5,SAFE
6.34,20.02,276.2,26.2,IRON_MANGANESE_RISK
7.67,0.44,246.0,25.1,SAFE
6.33,10.37,627.8,28.8,IRON_MANGANESE_RISK
6.5,13.53,704.7,27.1,IRON_MANGANESE_RISK
7.3,1.91,348.2,15.0,SAFE
5.46,7.54,589.1,25.7,ACID_MINE_DRAINAGE_RISK
7.28,0.24,341.7,28.0,SAFE
6.44,15.58,592.7,23.5,IRON_MANGANESE_RISK
5.19,8.84,1354.2,24.8,ACID_MINE_DRAINAGE_RISK
5.26,3.55,652.5,30.2,ACID_MINE_DRAINAGE_RISK
7.95,0.37,304.3,26.4,SAFE
7.74,0.19,339.6,22.5,SAFE
7.01,0.85,150.1,27.4,SAFE
7.73,0.52,265.7,27.0,SAFE
8.44,2.57,1722.5,30.3,FLUORIDE_RISK
9.33,0.98,1628.4,34.6,FLUORIDE_RISK
8.51,1.92,1527.0,30.3,FLUORIDE_RISK
4.98,9.82,860.8,26.1,ACID_MINE_DRAINAGE_RISK
5.83,13.19,431.4,25.7,IRON_MANGANESE_RISK
9.61,1.98,1646.4,24.5,FLUORIDE_RISK
7.14,36.23,468.2,27.3,MICROBIAL_RISK
7.78,0.63,261.9,23.3,SAFE
5.48,4.66,889.2,25.8,ACID_MINE_DRAINAGE_RISK
7.14,26.37,605.9,24.1,MICROBIAL_RISK
9.3,0.9,1735.7,23.2,FLUORIDE_RISK
